price,area,Loại BĐS:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng tắm:,Số tầng:,Vị trí:,Hướng cửa chính:,Đường/hẻm vào rộng:,Loại đường:,Loại BDS:,Pháp lý:
33 tỷ,126m²,"Nhà riêng, nhà phố",7m,18m,,,7,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
19 tỷ,135m²,"Nhà riêng, nhà phố",5m,27m,,,5,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
25 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
10.9 tỷ,81m²,"Nhà riêng, nhà phố",5m,26m,,,5,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
32 tỷ,110m²,"Nhà riêng, nhà phố",4.9m,24.5m,,,3,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
18.5 tỷ,112m²,"Nhà riêng, nhà phố",4.5m,25m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
27.5 tỷ,212m²,"Nhà riêng, nhà phố",10.2m,21m,,,5,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
7.9 tỷ,65m²,"Nhà riêng, nhà phố",5m,,,,4,,,7m,,,Có sổ hồng
13.7 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,5,,Bắc,5m,,,Có sổ hồng
3.39 tỷ,56m²,"Nhà riêng, nhà phố",4m,,,,1,,,3.75m,,,Có sổ hồng
2.75 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,1,,Đông,5.5m,,,Có sổ hồng
9.9 tỷ,140m²,"Nhà riêng, nhà phố",8m,,,,3,,,5.5m,,,Có sổ hồng
19.8 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,6,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
20.5 tỷ,131m²,"Nhà riêng, nhà phố",5m,26m,,,8,Đường chính,Đông,7m,Đường nhựa,,Có sổ hồng
11 tỷ,107m²,"Nhà riêng, nhà phố",5m,21.5m,,,8,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
14.8 tỷ,104m²,"Nhà riêng, nhà phố",,,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
37 tỷ,250m²,"Nhà riêng, nhà phố",16m,,,,2,,,,,,Có sổ hồng
6.7 tỷ,69m²,"Nhà riêng, nhà phố",,,,,2,,,5.5m,,,Có sổ hồng
10.5 tỷ,73m²,"Nhà riêng, nhà phố",,,,,4,,,,,,Có sổ hồng
9.5 tỷ,103m²,"Nhà riêng, nhà phố",,,,,,,,,,,Có sổ hồng
5.1 tỷ,74m²,"Nhà riêng, nhà phố",,,,,4,,,,,,Có sổ hồng
9.9 tỷ,82m²,"Nhà riêng, nhà phố",4.4m,19m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
5.8 tỷ,70m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
8.5 tỷ,80m²,"Nhà riêng, nhà phố",,,5,5,,,,,,,Có sổ hồng
3.55 tỷ,67m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
3.65 tỷ,78m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
10 tỷ,75m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,
19.99 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,6,Đường chính,Đông Nam,5m,Đường nhựa,,Có sổ hồng
8.3 tỷ,78m²,"Nhà riêng, nhà phố",4.5m,17.3m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
6.5 tỷ,121m²,"Nhà riêng, nhà phố",5m,,,,2,,,30m,,,
23 tỷ,536m²,"Nhà riêng, nhà phố",10m,,,,,,,,,,Có sổ hồng
3.7 tỷ,60m²,"Nhà riêng, nhà phố",4m,,,,3,,Nam,7.5m,,,
6.9 tỷ,54.1m²,"Nhà riêng, nhà phố",5.82m,,,,3,,,5.5m,,,
4.8 tỷ,55m²,"Nhà riêng, nhà phố",,,,,3,,,5m,,,
4.3 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,2,,,5.5m,,,Có sổ hồng
10.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,5,,,7.5m,,,
6.9 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,,,,4,,Đông,,,,Có sổ hồng
3.5 tỷ,50m²,"Nhà riêng, nhà phố",4m,,,,,,,4m,,,
26 tỷ,101m²,"Nhà riêng, nhà phố",5m,,,,8,,,15.5m,,,
4.4 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
6 tỷ,70m²,"Nhà riêng, nhà phố",5m,14m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
