Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Nguyễn Phước Tấn, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 7,2 tỷ ", 90 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,1
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 12 tỷ , 95 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,4
" Đường Tiên Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 64 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,1
" Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 11 tỷ , 112 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,4
" Đường Thân Cảnh Phúc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,5 tỷ ", 103 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,5m",3
" Đường Huỳnh Lý, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,7 tỷ ", 56 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,3
" Đường Khúc Hạo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 6 tỷ , 102 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,17m,2
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 58 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,15m,2
" Đường Dương Bá Trạc, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 76 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,2
" Đường An Thượng 2, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 90 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 7,5 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",22m,3
" Đường Mai Am, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 8,3 tỷ ", 105 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,13m",16m,3
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 12 tỷ , 110 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,11m,2
" Đường Trần Bình Trọng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 17,5 tỷ ", 109 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,15m",17m,4
" Đường Nguyễn Thế Lộc, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 12,2 tỷ ", 123 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",21m,2
" Đường Nguyễn Trãi, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 17 tỷ , 166 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,3
" Đường Trần Can, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,4 tỷ ", 85 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,---
" Đường Phan Chu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 84 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",19m,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 15,5 tỷ ", 71 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,2m",17m,3
" Đường Xô Viết Nghệ Tĩnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 24 tỷ , 188 m2,_,Nhà mặt tiền,---,10m,19m,3
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 70 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,3
" Đường Nhân Hòa 2, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,55 tỷ ", 100 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 14,2 tỷ ", 122 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,9m",4
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,999 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 12,3 tỷ ", 175 m2,Tây Nam,Nhà mặt tiền,---,5m,35m,---
" Đường Nguyễn Thiện Kế, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 8,4 tỷ ", 88 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,"14,5m",1
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,6 tỷ ", 100 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Ông Ích Khiêm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 91 m2,Bắc,Nhà trong hẻm,---,5m,"15,03m",3
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 10,9 tỷ ", 83 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 43 m2,Đông Bắc,Nhà mặt tiền,---,"4,07m","10,76m",2
" Đường An Thượng 2, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 20 tỷ , 90 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,5
" Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 8,2 tỷ ", 79 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","17,5m",3
" Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,5 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,1
" Đường Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,5 tỷ ", 98 m2,_,Nhà mặt tiền,---,5m,"19,5m",3
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 8 tỷ , 75 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,5
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 7 tỷ , 60 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3
" Đường Nguyễn Văn Linh, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng", 72 tỷ , 210 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,23m,4
" Đường Bằng Lăng 1, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 12,8 tỷ ", 100 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 8,2 tỷ ", 79 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","17,5m",3
" Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng"," 1,9 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,4 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng", 2 tỷ , 75 m2,_,Nhà mặt tiền,---,---,---,2
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 1,92 tỷ ", 90 m2,_,Nhà mặt tiền,---,---,---,2
" Đường Nguyễn Tri Phương, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng", 3 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Phan Bôi, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 11,5 tỷ ", 112 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,5m",32m,3
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 12,5 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,5 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m","11,5m",3
" Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 11,5 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",17m,3
" Đường Đặng Vũ Hỷ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 11 tỷ , 121 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",27m,3
" Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 106 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 1,85 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,35 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Bàu Mạc 18, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,2 tỷ ", 110 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,99 tỷ ", 70 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Thanh Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Lê Duẩn, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 2,75 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,85 tỷ ", 83 m2,_,Nhà mặt tiền,---,6m,---,2
" Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,5 tỷ ", 70 m2,_,Nhà trong hẻm,---,5m,14m,2
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,5 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,2
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 80 m2,_,Nhà trong hẻm,---,5m,16m,2
" Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,10m,2
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,10m,2
" Đường Chúc Động, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 3 tỷ , 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,12m,2
" Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 5 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Nguyễn Hàng Chi, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,2
" Đường Mẹ Nhu, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng", 6 tỷ , 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,20m,5m,3
" Đường Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 6 tỷ , 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,5m,3
" Đường Nguyễn Phước Nguyên, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng", 4 tỷ , 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,16m,5m,3
" Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng", 6 tỷ , 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,3
" Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,8 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,20m,3
" Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 3 tỷ , 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 3 tỷ , 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,6 tỷ ", 80 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 90 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3
" Đường Nhất Chi Mai, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Bàu Năng 11, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 3 tỷ , 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,5 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 6 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,9m,3
" Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng", 5 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Hoà Minh 10, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 4 tỷ , 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,20m,2
" Đường Phong Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Bùi Xương Tự, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 112 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,20m,1
" Đường Phong Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,6 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,2
" Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng", 2 tỷ , 120 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,20m,2
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,25 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 7 tỷ , 110 m2,_,Nhà mặt tiền,---,---,---,5
" Đường Nghiêm Xuân Yêm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 6 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,3 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Nước Mặn 2, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,5 tỷ ", 95 m2,_,Nhà mặt tiền,---,5m,19m,3
" Đường Tuy Lý Vương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,1 tỷ ", 140 m2,_,Nhà mặt tiền,---,5m,19m,2
" Đường Mạc Cửu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,25 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Tuy Lý Vương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,7 tỷ ", 95 m2,_,Nhà mặt tiền,---,5m,19m,1
" Đường Mạc Thiên Tích, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 6 tỷ , 100 m2,_,Nhà mặt tiền,---,---,---,4
" Đường Mỹ Đa Tây 10, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,75 tỷ ", 105 m2,_,Nhà mặt tiền,---,---,---,2
" Đường Dương Tử Giang, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,2 tỷ ", 323 m2,_,Nhà mặt tiền,---,---,---,4
" Đường Trần Hữu Độ, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,2 tỷ ", 128 m2,_,Nhà mặt tiền,---,---,---,1
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,55 tỷ ", 69 m2,_,Nhà mặt tiền,---,---,---,4
" Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,95 tỷ ", 99 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m","15,8m",1
" Đường An Xuân, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 8,2 tỷ ", 81 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","17,8m",3
" Đường Đinh Công Tráng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,5 tỷ ", 60 m2,Bắc,Nhà mặt tiền,---,4m,15m,3
" Đường Hồ Sĩ Tân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,2 tỷ ", 126 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"25,2m",3
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,85 tỷ ", 56 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,14m,3
" Đường Phạm Tu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 56 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,3
" Đường Phùng Chí Kiên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,75 tỷ ", 75 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
" Đường Bình An 7, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 88 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,49m","13,6m",1
" Đường Bùi Xương Tự, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,15 tỷ ", 109 m2,Đông Bắc,Nhà mặt tiền,---,5m,20m,2
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,99 tỷ ", 60 m2,_,Nhà trong hẻm,---,"4,7m","12,8m",3
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 9,2 tỷ ", 100 m2,Bắc,Nhà mặt tiền,---,"7,4m","14,77m",2
" Đường Nguyễn Đổng Chi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 80 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3
" Đường Đào Trí, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,35 tỷ ", 75 m2,Tây Bắc,Nhà mặt tiền,---,5m,15m,3
" Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,1 tỷ ", 93 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,5m",3
" Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 70 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,17m,2
" Đường Phan Huy Ôn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 73 m2,Tây,Nhà mặt tiền,---,"4,5m","16,2m",3
" Đường Lưu Quý Kỳ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,35 tỷ ", 53 m2,Nam,Nhà trong hẻm,---,5m,"10,5m",3
" Đường Gò Nãy 6, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,5 tỷ ", 90 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,25 tỷ ", 52 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,38m","11,8m",3
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,9 tỷ ", 50 m2,Tây,Nhà trong hẻm,---,"5,2m",8m,2
" Đường Trần Thủ Độ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,8 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,3 tỷ ", 95 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,49m,3
" Đường Mỹ An 3, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,8 tỷ ", 95 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3
" Đường Nguyễn Xuân Nhĩ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 57 m2,Đông,Nhà mặt tiền,---,"4,05m",15m,1
" Đường Hồ Tông Thốc, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 93 m2,Tây,Nhà mặt tiền,---,5m,"18,5m",1
" Đường Nại Hiên Đông 11, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 5,9 tỷ ", 131 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m","23,7m",2
" Đường Ngọc Hồi, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,479 tỷ ", 75 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1
" Đường Nguyễn Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,7 tỷ ", 90 m2,_,Nhà mặt tiền,---,6m,15m,3
" Đường Bàu Năng 10, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 85 m2,Tây Bắc,Nhà mặt tiền,---,5m,18m,1
" Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,7 tỷ ", 56 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,25m",12m,4
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2
" Đường Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2
" Đường Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,3
" Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,1 tỷ ", 103 m2,Đông,Nhà trong hẻm,---,"4,2m","27,5m",1
" Đường Phan Huy Chú, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 11,4 tỷ ", 190 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
