price,Diện tích,Phòng ngủ,Phòng tắm,Giấy tờ pháp lý,Số tầng,Chiều rộng,Chiều dài,Hiện trạng nhà,Năm xây dựng,Vị trí,Trạng thái sử dụng,Đường rộng,Hướng,Kết cấu
2.2 tỷ,"2,000 m²",3,3,Sổ đỏ,1,,,Nhà trống,,,,,,
3.4 tỷ,100 m²,4,4,Sổ đỏ,4,5 m,20 m,Đang ở,,,,,,
4.09 tỷ,80 m²,3,4,Sổ đỏ,3,5 m,16 m,Nhà trống,,,,,,
5.5 tỷ,100 m²,3,4,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
14 tỷ,190 m²,5,5,Sổ đỏ,5+,10 m,19 m,Nhà trống,,,,,,
4.8 tỷ,70 m²,3,4,Sổ đỏ,3,5 m,14 m,Nhà trống,,,,,,
5.5 tỷ,100 m²,5,3,Sổ hồng,3,5 m,20 m,Nhà trống,,,,,,
6.6 tỷ,80 m²,5,5,Sổ hồng,4,5 m,16 m,Nhà trống,,,,,,
6.6 tỷ,60 m²,3,2,Sổ hồng,3,4 m,15 m,Nhà trống,,,,,,
5.99 tỷ,86 m²,5,5,Sổ hồng,4,4.5 m,19 m,Đang ở,,,,,,
7.2 tỷ,68 m²,3,3,Sổ hồng,3,4.5 m,15 m,Đang ở,,,,,,
2.95 tỷ,65 m²,2,2,Sổ đỏ,2,4.4 m,14.7 m,Nhà trống,,,,,,
6.7 tỷ,120 m²,5,4,Sổ đỏ,3,5 m,24 m,Đang ở,,,,,,
3.33 tỷ,65 m²,3,1,Sổ hồng,1,3.5 m,18 m,Nhà trống,,,,,,
5.75 tỷ,180 m²,5,5,Sổ đỏ,2,10 m,18 m,Đang ở,,,,,,
5.5 tỷ,100 m²,5,3,Sổ hồng,3,5 m,20 m,Nhà trống,,,,,,
2.95 tỷ,65 m²,2,2,Sổ đỏ,2,4.4 m,14.7 m,Nhà trống,,,,,,
2.55 tỷ,42 m²,3,3,Sổ đỏ,3,4.2 m,10 m,Đang ở,,,,,,
1.75 tỷ,40 m²,2,2,Sổ đỏ,2,3 m,13.4 m,Nhà trống,,,,,,
3.5 tỷ,68 m²,3,3,Sổ đỏ,3,5.5 m,13 m,Nhà trống,,,,,,
2.29 tỷ,60 m²,3,2,Sổ đỏ,2,5 m,12 m,Nhà trống,,,,,,
3.3 tỷ,72 m²,3,2,Sổ đỏ,2,5 m,15 m,Đang ở,,,,,,
18.3 tỷ,185 m²,5,5,Sổ hồng,5+,7 m,27 m,Đang ở,,,,,,
9 tỷ,160 m²,4,4,Sổ đỏ,2,10 m,18 m,Đang ở,,,,,,
3.4 tỷ,93 m²,3,2,Sổ hồng,2,5 m,18.5 m,Nhà trống,,,,,,
3.1 tỷ,42 m²,3,2,Sổ hồng,2,3.5 m,12.5 m,Nhà trống,,,,,,
5.99 tỷ,86 m²,5,5,Sổ hồng,4,4.5 m,19 m,Đang ở,,,,,,
2.35 tỷ,50 m²,2,2,Sổ đỏ,2,4 m,10 m,Đang ở,,,,,,
10 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Đang ở,,,,,,
13.9 tỷ,100 m²,4,5,Sổ hồng,4,4 m,25 m,Đang ở,,,,,,
13.9 tỷ,100 m²,4,5,Sổ hồng,4,4 m,25 m,Đang ở,,,,,,
7.9 tỷ,87 m²,4,5,Sổ đỏ,5+,5 m,15 m,Nhà trống,,,,,,
3.75 tỷ,130 m²,5,5,Sổ đỏ,2,5 m,26 m,Nhà trống,,,,,,
13 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Đang ở,,,,,,
1.85 tỷ,35 m²,1,1,Sổ hồng,1,5 m,7 m,Nhà trống,,,,,,
6.6 tỷ,80 m²,5,5,Sổ hồng,4,5 m,16 m,Nhà trống,,,,,,
9 tỷ,95 m²,5,5,Sổ hồng,5+,6 m,15.5 m,Nhà trống,,,,,,
8.6 tỷ,97 m²,5,5,Sổ hồng,2,5 m,19.5 m,Đang ở,,,,,,
6 tỷ,86 m²,5,5,Sổ hồng,4,4.5 m,19 m,Đang ở,,,,,,
6.19 tỷ,65 m²,3,4,Sổ đỏ,3,4 m,16.25 m,Đang ở,,,,,,
7.5 tỷ,120 m²,5,5,Sổ đỏ,3,5 m,24 m,Nhà trống,,,,,,
7.8 tỷ,85 m²,3,4,Sổ đỏ,3,7 m,18 m,Nhà trống,,,,,,
3.45 tỷ,100 m²,2,2,Sổ đỏ,2,5 m,20 m,Nhà trống,,,,,,
2.9 tỷ,83 m²,3,,Sổ đỏ,2,8 m,11 m,Đang ở,,,,,,
2.95 tỷ,60 m²,3,3,Sổ đỏ,2,5 m,12 m,Nhà trống,,,,,,
1.48 tỷ,33 m²,2,2,Sổ hồng,2,3.5 m,9.1 m,Nhà trống,,,,,,
2.75 tỷ,60 m²,3,3,Sổ đỏ,2,5 m,12 m,Nhà trống,,,,,,
3.9 tỷ,97 m²,3,3,Sổ đỏ,2,5 m,19.5 m,Nhà trống,,,,,,
3.55 tỷ,57 m²,3,3,Sổ hồng,3,6.5 m,8.5 m,Đang ở,,,,,,
14 tỷ,96 m²,3,3,Sổ hồng,3,4 m,24 m,Đang ở,,,,,,
2.6 tỷ,46 m²,2,2,Sổ hồng,2,4 m,11 m,Nhà trống,,,,,,
4.2 tỷ,50 m²,3,3,Sổ hồng,3,6.8 m,7.4 m,Đang ở,,,,,,
6.5 tỷ,80 m²,3,3,Sổ hồng,3,3.5 m,26 m,Đang ở,,,,,,
2.8 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
5.9 tỷ,97 m²,2,1,Sổ đỏ,1,5 m,23.6 m,Đang ở,,,,,,
3.65 tỷ,43 m²,4,4,Sổ đỏ,5+,4 m,11 m,Đang ở,,,,,,
6.49 tỷ,90 m²,4,4,Sổ đỏ,3,5 m,18 m,Đang ở,,,,,,
18.99 tỷ,125 m²,,5,Sổ đỏ,5+,5 m,25 m,Nhà trống,,,,,,
4.99 tỷ,77 m²,3,4,Sổ đỏ,4,4.5 m,19 m,Nhà trống,,,,,,
11.8 tỷ,90 m²,5,5,Sổ đỏ,5+,5 m,20 m,Đang ở,,,,,,
4.45 tỷ,100 m²,3,3,Sổ đỏ,3,1 m,1 m,Đang ở,,,,,,
4.05 tỷ,50 m²,3,2,Sổ đỏ,3,1 m,1 m,Đang ở,,,,,,
12.7 tỷ,180 m²,4,,Sổ đỏ,3,10 m,18 m,Đang ở,,,,,,
2.6 tỷ,51 m²,2,2,Sổ hồng,2,4.5 m,12.5 m,Nhà trống,,,,,,
2 tỷ,40 m²,2,2,Sổ hồng,2,4.3 m,9.5 m,Đang ở,,,,,,
8 tỷ,52 m²,4,4,Sổ đỏ,5+,6.5 m,,Nhà trống,,,,,,
2.55 tỷ,90 m²,3,2,Sổ hồng,2,4.5 m,20 m,Nhà trống,,,,,,
7.2 tỷ,85 m²,3,3,Sổ hồng,3,3.5 m,25 m,Đang ở,,,,,,
8 tỷ,52 m²,4,4,Sổ đỏ,5+,6.5 m,,Nhà trống,,,,,,
1.75 tỷ,58 m²,2,2,Sổ hồng,2,5 m,12 m,Đang ở,,,,,,
26.8 tỷ,200 m²,5,5,Sổ đỏ,5+,10 m,20 m,Đang ở,,,,,,
4.8 tỷ,84 m²,3,4,Sổ đỏ,3,5 m,17 m,Đang ở,,,,,,
1.79 tỷ,43 m²,2,2,Sổ hồng,2,5 m,9 m,Nhà trống,,,,,,
7.8 tỷ,112 m²,5,5,Sổ hồng,3,3.5 m,16 m,Nhà trống,,,,,,
3.35 tỷ,49 m²,2,2,Sổ hồng,2,4.5 m,11 m,Nhà trống,,,,,,
2.48 tỷ,55 m²,2,2,Sổ hồng,2,4.5 m,11 m,Nhà trống,,,,,,
7.7 tỷ,64 m²,3,2,Sổ hồng,2,4.2 m,16 m,Đang ở,,,,,,
2.65 tỷ,70 m²,3,2,Sổ đỏ,2,5 m,14 m,Nhà trống,,,,,,
2.57 tỷ,43 m²,3,3,Sổ đỏ,3,5 m,9 m,Nhà trống,,,,,,
5.4 tỷ,72 m²,4,4,Hợp đồng mua bán,3,4.5 m,16 m,Nhà trống,,,,,,
4.65 tỷ,68 m²,4,4,Sổ đỏ,3,6 m,11.3 m,Nhà trống,,,,,,
4.8 tỷ,84 m²,3,4,Sổ đỏ,3,5 m,17 m,Đang ở,,,,,,
5.2 tỷ,72 m²,3,4,Sổ đỏ,3,4.5 m,16 m,Đang ở,,,,,,
3.55 tỷ,60 m²,3,4,Sổ đỏ,3,5 m,12 m,Nhà trống,,,,,,
5.4 tỷ,100 m²,3,4,Hợp đồng mua bán,3,5 m,20 m,Đang ở,,,,,,
7.1 tỷ,65 m²,3,4,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
7.1 tỷ,65 m²,3,4,Sổ đỏ,3,5 m,15 m,Nhà trống,,,,,,
4.89 tỷ,100 m²,2,2,Sổ đỏ,2,4.5 m,22 m,Đang ở,,,,,,
7.1 tỷ,80 m²,5,5,Sổ đỏ,5+,5 m,16 m,Đang ở,,,,,,
5.85 tỷ,65 m²,3,4,Sổ đỏ,3,4 m,20 m,Đang ở,,,,,,
5.85 tỷ,65 m²,3,4,Sổ đỏ,3,4 m,20 m,Nhà trống,,,,,,
2.85 tỷ,81 m²,2,2,Sổ đỏ,,,,Đang ở,,,,,,
3.1 tỷ,103 m²,3,2,Sổ hồng,2,5 m,20.5 m,Đang ở,,,,,,
4.4 tỷ,53 m²,3,3,Sổ hồng,3,5 m,10.5 m,Nhà trống,,,,,,
8 tỷ,112 m²,5,5,Sổ hồng,5+,5.2 m,21 m,Nhà trống,,,,,,
6.45 tỷ,150 m²,4,4,Sổ đỏ,3,7.5 m,,Nhà trống,,,,,,
6.45 tỷ,150 m²,4,4,Sổ đỏ,3,7.5 m,,Nhà trống,,,,,,
3.84 tỷ,125 m²,5,5,Sổ đỏ,2,5 m,25 m,Đang ở,,,,,,
2.55 tỷ,120 m²,,,Sổ đỏ,3,,,Đang ở,,,,,,
2.68 tỷ,64 m²,3,2,Sổ hồng,2,5.8 m,10.5 m,Nhà trống,,,,,,
2.55 tỷ,40 m²,2,2,Sổ đỏ,3,3 m,13.5 m,Nhà trống,,,,,,
2.75 tỷ,50 m²,2,2,Sổ đỏ,2,4 m,12 m,Nhà trống,,,,,,
6.99 tỷ,100 m²,3,3,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
4.69 tỷ,80 m²,3,3,Sổ đỏ,3,4 m,20 m,Nhà trống,,,,,,
4.49 tỷ,44 m²,4,4,Sổ hồng,3,7.2 m,6.4 m,Đang ở,,,,,,
2.39 tỷ,40 m²,3,2,Sổ hồng,3,4 m,10 m,Nhà trống,,,,,,
1.55 tỷ,40 m²,2,1,Sổ hồng,1,4 m,10 m,Đang ở,,,,,,
2.55 tỷ,63 m²,2,1,Sổ hồng,1,6 m,10.5 m,Đang ở,,,,,,
2.29 tỷ,61 m²,2,1,Sổ hồng,1,4.5 m,13.5 m,Đang ở,,,,,,
4.9 tỷ,75 m²,3,4,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
2.65 tỷ,40 m²,2,2,Sổ đỏ,2,3.5 m,11 m,Nhà trống,,,,,,
5.1 tỷ,80 m²,3,4,Sổ đỏ,3,5 m,16 m,Nhà trống,,,,,,
5.2 tỷ,72 m²,3,4,Sổ đỏ,3,4.5 m,16 m,Nhà trống,,,,,,
5 tỷ,84 m²,3,4,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
5.75 tỷ,75 m²,3,4,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
2.49 tỷ,40 m²,2,1,Sổ đỏ,2,4 m,10 m,Đang ở,,,,,,
3.84 tỷ,125 m²,5,5,Sổ đỏ,2,5 m,25 m,Nhà trống,,,,,,
5.25 tỷ,75 m²,4,4,Sổ đỏ,3,5 m,15 m,Nhà trống,,,,,,
1.85 tỷ,30 m²,2,2,Sổ đỏ,2,4 m,8 m,Nhà trống,,,,,,
6.3 tỷ,41 m²,3,3,Sổ hồng,3,3.5 m,12 m,Nhà trống,,,,,,
4.8 tỷ,75 m²,3,4,Sổ đỏ,3,5 m,15 m,Nhà trống,,,,,,
5.95 tỷ,95 m²,4,4,Sổ hồng,3,5 m,19 m,Nhà trống,,,,,,
2.85 tỷ,48 m²,3,3,Sổ đỏ,2,6 m,8 m,Đang ở,,,,,,
2.7 tỷ,60 m²,3,2,Sổ hồng,2,8.6 m,7.5 m,Nhà trống,,,,,,
12.7 tỷ,180 m²,4,5,Sổ đỏ,3,10 m,18 m,Đang ở,,,,,,
4.65 tỷ,68 m²,4,4,Sổ đỏ,3,6 m,11.3 m,Đang ở,,,,,,
2.65 tỷ,44 m²,3,3,Sổ đỏ,2,5 m,9 m,Đang ở,,,,,,
2.55 tỷ,40 m²,2,2,Sổ hồng,2,3.2 m,13 m,Nhà trống,,,,,,
6.3 tỷ,41 m²,3,3,Sổ hồng,3,3.5 m,12 m,Đang ở,,,,,,
3.49 tỷ,84 m²,3,3,Sổ đỏ,2,4 m,,Nhà trống,,,,,,
9.8 tỷ,67 m²,3,3,Sổ đỏ,3,5 m,16 m,Nhà trống,,,,,,
5.4 tỷ,93 m²,3,4,Sổ đỏ,3,5 m,18.5 m,Nhà trống,,,,,,
3.44 tỷ,50 m²,3,4,Sổ đỏ,3,5 m,10 m,Nhà trống,,,,,,
4.45 tỷ,91 m²,3,4,Sổ đỏ,3,5 m,18.2 m,Đang ở,,,,,,
1.59 tỷ,30 m²,2,1,Sổ đỏ,2,3.5 m,9 m,Nhà trống,,,,,,
3.85 tỷ,131 m²,3,3,Sổ đỏ,3,8 m,15 m,Nhà trống,,,,,,
5.1 tỷ,62 m²,4,3,Sổ đỏ,3,4.6 m,13.5 m,Đang ở,,,,,,
5.35 tỷ,116 m²,5,5,Sổ đỏ,3,5 m,22.5 m,Nhà trống,,,,,,
3.49 tỷ,53 m²,3,3,Sổ đỏ,3,7 m,,Đang ở,,,,,,
6.99 tỷ,200 m²,,,Sổ đỏ,,10 m,,Đang ở,,,,,,
12.69 tỷ,180 m²,5,5,Sổ hồng,3,10 m,20 m,Đang ở,,,,,,
4.59 tỷ,58 m²,4,5,Sổ đỏ,4,5 m,12 m,Nhà trống,,,,,,
5.4 tỷ,93 m²,3,4,Sổ đỏ,3,5 m,18.5 m,Đang ở,,,,,,
12.7 tỷ,180 m²,4,5,Sổ đỏ,3,10 m,18 m,Đang ở,,,,,,
2.09 tỷ,30 m²,3,3,Sổ đỏ,3,4 m,8 m,Đang ở,,,,,,
2.49 tỷ,40 m²,2,1,Sổ đỏ,2,4 m,10 m,Nhà trống,,,,,,
1.89 tỷ,42 m²,3,2,Sổ đỏ,2,6 m,7 m,Nhà trống,,,,,,
5.5 tỷ,222 m²,5,4,Sổ đỏ,2,5 m,45 m,Đang ở,,,,,,
1.89 tỷ,42 m²,3,2,Sổ đỏ,2,6 m,7 m,Đang ở,,,,,,
1.99 tỷ,34 m²,3,2,Sổ đỏ,3,3 m,11 m,Đang ở,,,,,,
2.07 tỷ,42 m²,2,2,Sổ đỏ,2,4 m,12 m,Nhà trống,,,,,,
5.25 tỷ,75 m²,4,4,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
4.1 tỷ,50 m²,4,4,Sổ đỏ,4,4.5 m,11 m,Nhà trống,,,,,,
18 tỷ,188 m²,,,Sổ đỏ,3,,,Đang ở,,,,,,
4.7 tỷ,50 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
20.9 tỷ,450 m²,5,5,Sổ đỏ,3,15 m,30 m,Nhà trống,,,,,,
4.55 tỷ,58 m²,4,4,Sổ đỏ,3,5 m,12 m,Đang ở,,,,,,
5.5 tỷ,222 m²,5,4,Sổ đỏ,2,5 m,45 m,Đang ở,,,,,,
3.85 tỷ,86 m²,2,1,Sổ đỏ,1,4.5 m,19 m,Đang ở,,,,,,
5.09 tỷ,75 m²,4,4,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
6.5 tỷ,90 m²,4,4,Sổ đỏ,3,5 m,18 m,Đang ở,,,,,,
4.9 tỷ,127 m²,3,3,Sổ đỏ,2,5 m,25.5 m,Đang ở,,,,,,
4.35 tỷ,67 m²,3,2,Sổ hồng,2,4.2 m,16 m,Đang ở,,,,,,
6.5 tỷ,80 m²,3,3,Sổ hồng,3,3.5 m,26 m,Nhà trống,,,,,,
6.1 tỷ,300 m²,3,2,Sổ hồng,1,10 m,30 m,Đang ở,,,,,,
2.65 tỷ,44 m²,3,3,Sổ đỏ,2,5 m,9 m,Nhà trống,,,,,,
2.65 tỷ,44 m²,3,3,Sổ đỏ,2,5 m,9 m,Đang ở,,,,,,
4.55 tỷ,58 m²,4,4,Sổ đỏ,3,5 m,12 m,Đang ở,,,,,,
4.7 tỷ,50 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
5.2 tỷ,84 m²,3,4,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
4.1 tỷ,63 m²,4,4,Sổ đỏ,3,5 m,13 m,Đang ở,,,,,,
2.79 tỷ,65 m²,3,2,Sổ hồng,2,4 m,16 m,Nhà trống,,,,,,
4.6 tỷ,80 m²,5,5,Sổ hồng,3,3.2 m,25 m,Đang ở,,,,,,
1.73 tỷ,40 m²,2,2,Sổ hồng,2,8 m,5 m,Nhà trống,,,,,,
1.49 tỷ,30 m²,2,1,Sổ đỏ,1,4 m,8 m,Nhà trống,,,,,,
5.75 tỷ,75 m²,3,4,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
2.07 tỷ,42 m²,2,2,Sổ đỏ,2,4 m,12 m,Đang ở,,,,,,
4.1 tỷ,50 m²,4,4,Sổ đỏ,4,4.5 m,11 m,Đang ở,,,,,,
2.49 tỷ,40 m²,2,1,Sổ đỏ,2,4 m,10 m,Nhà trống,,,,,,
1.89 tỷ,42 m²,3,2,Sổ đỏ,2,6 m,7 m,Đang ở,,,,,,
2.09 tỷ,30 m²,3,3,Sổ đỏ,3,4 m,8 m,Đang ở,,,,,,
2.59 tỷ,50 m²,2,2,Sổ hồng,2,4.5 m,12.5 m,Đang ở,,,,,,
5.95 tỷ,95 m²,4,4,Sổ hồng,3,5 m,19 m,Đang ở,,,,,,
2.65 tỷ,41 m²,2,2,Sổ hồng,2,4 m,10 m,Nhà trống,,,,,,
1.6 tỷ,35 m²,1,1,Sổ hồng,1,4 m,9 m,Nhà trống,,,,,,
6.25 tỷ,78 m²,2,2,Sổ hồng,2,5.5 m,13 m,Đang ở,,,,,,
8.5 tỷ,157 m²,3,3,Sổ hồng,4,5 m,31.4 m,Nhà trống,,,,,,
2.57 tỷ,43 m²,3,3,Sổ đỏ,3,5 m,9 m,Nhà trống,,,,,,
4.59 tỷ,58 m²,4,5,Sổ đỏ,4,5 m,12 m,Nhà trống,,,,,,
34 tỷ,300 m²,5,5,Sổ đỏ,3,7.5 m,40 m,Nhà trống,,,,,,
7.17 tỷ,80 m²,4,4,Sổ đỏ,3,9.5 m,8.5 m,Nhà trống,,,,,,
4.9 tỷ,140 m²,,,Sổ đỏ,2,,,Đang ở,,,,,,
2.79 tỷ,65 m²,3,2,Sổ đỏ,2,4.5 m,15 m,Đang ở,,,,,,
3 tỷ,130 m²,4,3,Sổ đỏ,3,5 m,26 m,Nhà trống,,,,,,
6.49 tỷ,175 m²,4,4,Sổ đỏ,4,7 m,25 m,Đang ở,,,,,,
9.8 tỷ,67 m²,3,3,Sổ đỏ,3,5 m,16 m,Đang ở,,,,,,
3.44 tỷ,50 m²,3,4,Sổ đỏ,3,5 m,10 m,Đang ở,,,,,,
